fecha,tmed,prec,tmin,tmax,hrMedia,hrMax,hrMin,velmedia,sol
2021-12-26,"13,4","0,0","9,1","17,7",71,84,54,"4,2","4,5"
2021-12-27,"16,4","0,0","10,6","22,2",56,86,35,"5,0","3,7"
2021-12-28,"17,7","0,0","14,2","21,2",53,68,42,"4,4","2,0"
2021-12-29,"17,0","0,0","13,2","20,9",60,75,47,"3,9","3,7"
2021-12-30,"15,8","0,0","11,0","20,6",70,85,52,"2,8","4,5"
2021-12-31,"13,6","0,0","8,8","18,4",76,93,56,"3,3","5,4"
2022-01-01,"11,9","0,0","7,5","16,3",86,96,70,"2,5","4,2"
2022-01-02,"11,4","0,0","7,8","15,0",79,91,71,"3,3","0,4"
2022-01-03,"11,7","0,0","8,7","14,7",85,95,78,"6,1","2,5"
2022-01-04,"14,0","13,9","9,5","18,5",83,93,63,"2,8","4,9"
2022-01-05,"10,0","0,2","5,8","14,2",74,96,48,"2,8","0,1"
2022-01-06,"7,3","0,0","2,2","12,4",49,69,26,"5,8","5,6"
2022-01-07,"7,8","0,0","2,7","12,8",58,75,40,"2,5","5,6"
2022-01-08,"9,4","0,0","5,4","13,4",69,80,47,"3,1","0,4"
2022-01-09,"12,8","0,0","8,9","16,6",56,70,44,"6,1","4,2"
2022-01-10,"11,3","0,1","9,8","12,8",86,90,70,"3,9","0,0"
2022-01-11,"11,0","0,0","6,9","15,0",85,93,68,"5,6","5,6"
2022-01-12,"9,2","0,0","5,3","13,1",71,87,56,"3,1","2,5"
2022-01-13,"7,6","0,0","2,5","12,8",67,86,41,"2,8","5,8"
2022-01-14,"8,0","0,0","2,0","14,1",63,85,42,"3,3","4,4"
2022-01-15,"7,5","0,0","1,3","13,7",55,76,33,"4,2","5,9"
2022-01-16,"8,0","0,0","1,7","14,3",52,66,28,"3,6","5,9"
2022-01-17,"8,9","0,0","2,4","15,4",53,66,31,"4,2","6,0"
2022-01-18,"8,1","0,0","3,0","13,2",69,89,41,"4,2","5,8"
2022-01-19,"8,3","0,0","3,2","13,4",71,88,51,"2,8","2,3"
2022-01-20,"8,4","0,0","3,1","13,7",67,79,52,"4,4","5,6"
2022-01-21,"7,4","0,0","3,4","11,4",66,82,53,"4,2","0,8"
2022-01-22,"7,3","0,0","2,1","12,5",55,77,41,"2,8","5,5"
2022-01-23,"7,4","0,0","1,6","13,2",68,85,49,"3,3","6,2"
2022-01-24,"8,6","0,0","2,3","15,0",70,87,52,"2,5","5,9"
2022-01-25,"8,6","0,0","2,7","14,6",73,91,51,"3,3","6,4"
2022-01-26,"8,8","0,0","3,4","14,3",70,89,48,"4,4","6,7"
2022-01-27,"10,0","0,0","4,3","15,7",69,89,32,"3,6","6,8"
2022-01-28,"10,4","0,0","3,8","17,0",47,65,34,"3,9","6,9"
2022-01-29,"11,2","0,0","5,4","16,9",59,77,34,"4,2","7,0"
2022-01-30,"10,8","0,0","4,8","16,7",60,79,40,"4,7","7,1"
2022-01-31,"11,8","0,0","6,6","16,9",64,87,35,"3,6","7,0"
2022-02-01,"10,4","0,0","5,1","15,6",63,87,35,"2,8","7,4"
2022-02-02,"13,6","0,0","8,4","18,7",67,86,36,"3,3","7,2"
2022-02-03,"11,2","0,0","6,0","16,3",77,96,39,"5,0","7,8"
2022-02-04,"11,3","0,0","7,3","15,3",78,90,59,"3,6","0,8"
2022-02-05,"12,9","0,0","9,5","16,3",75,88,65,"2,8","0,2"
2022-02-06,"11,7","0,0","7,4","16,0",58,84,42,"4,2","4,6"
2022-02-07,"10,8","0,0","5,6","16,1",61,77,40,"3,9","8,1"
2022-02-08,"11,4","0,0","6,8","16,0",73,89,57,"4,2","5,1"
2022-02-09,"11,0","0,0","7,0","15,0",78,92,64,"5,0","8,0"
2022-02-10,"10,0","0,0","4,9","15,1",76,89,61,"4,2","8,0"
2022-02-11,"12,0","0,0","6,6","17,3",65,87,46,"2,8","5,7"
2022-02-12,"11,2","4,4","8,9","13,4",81,86,66,"3,1","0,0"
2022-02-13,"13,0","0,1","9,8","16,1",80,92,67,"4,7","3,0"
2022-02-14,"13,4","0,0","8,8","18,1",56,94,27,"3,9","6,5"
2022-02-15,"13,0","0,0","7,6","18,5",51,82,24,"3,3","7,8"
2022-02-16,"12,0","0,0","8,2","15,9",59,83,44,"4,2","1,5"
2022-02-17,"14,3","0,0","8,7","19,9",67,82,45,"5,3","8,9"
2022-02-18,"12,8","0,0","8,6","17,1",85,92,59,"6,1","9,0"
2022-02-19,"10,4","0,1","7,1","13,6",72,91,55,"2,2","0,0"
2022-02-20,"11,2","0,0","6,8","15,5",65,88,49,"5,0","9,9"
2022-02-21,"14,0","0,0","7,2","20,8",65,83,33,"4,2","10,0"
2022-02-22,"13,0","0,0","8,4","17,5",62,83,38,"5,3","9,6"
2022-02-23,"11,8","0,0","7,0","16,6",75,88,59,"4,7","8,9"
2022-02-24,"13,0","0,0","9,3","16,7",81,88,65,"3,3","5,9"
2022-02-25,"12,6","0,1","9,3","15,9",74,87,59,"3,6","0,4"
2022-02-26,"10,8","0,0","8,3","13,2",57,93,33,"4,4","0,5"
2022-02-27,"10,4","0,0","5,7","15,0",65,85,46,"3,6","8,9"
2022-02-28,"12,5","0,0","9,7","15,3",67,77,57,"3,9","4,5"
2022-03-01,"12,2","0,0","7,0","17,4",66,85,46,"5,3","9,7"
2022-03-02,"12,0","0,0","8,0","15,9",81,90,72,"3,9","0,3"
2022-03-03,"13,0","0,0","8,8","17,2",71,89,49,"5,0","9,9"
2022-03-04,"12,9","0,0","8,5","17,3",74,87,47,"4,2","1,2"
2022-03-05,"13,6","12,2","10,3","16,8",55,71,40,"4,2","5,9"
2022-03-06,"11,3","0,2","9,3","13,3",74,93,57,"2,8","0,2"
2022-03-07,"11,0","0,0","7,9","14,0",68,84,53,"3,6","3,0"
2022-03-08,"9,6","4,7","6,4","12,7",84,90,73,"2,8","0,0"
2022-03-09,"11,8","0,5","8,3","15,4",78,92,64,"3,3","6,8"
2022-03-10,"12,2","0,0","8,7","15,7",81,92,69,"4,7","2,9"
2022-03-11,"12,7","19,7","9,9","15,5",77,91,67,"2,2","0,4"
2022-03-12,"13,0","9,3","10,3","15,6",87,96,72,"4,2","1,2"
2022-03-13,"12,4","0,4","8,4","16,5",81,90,70,"2,5","2,4"
2022-03-14,"13,4","0,1","11,8","15,0",82,87,60,"12,8","0,0"
2022-03-15,"14,6","0,0","13,7","15,6",87,91,81,"12,5","0,0"
2022-03-16,"14,8","0,0","13,7","16,0",81,89,58,"11,4","0,3"
2022-03-17,"15,3",Ip,"13,6","17,0",74,85,57,"9,7","0,0"
2022-03-18,"15,0","1,3","13,1","16,9",59,77,47,"10,3","0,0"
2022-03-19,"12,0",Ip,"10,0","14,0",76,88,59,"9,2","0,0"
2022-03-20,"12,8","0,2","9,7","15,8",82,88,73,"5,0","1,6"
2022-03-21,"14,2","1,6","12,0","16,5",72,90,60,"8,6","3,2"
2022-03-22,"12,7",Ip,"10,2","15,2",66,89,44,"8,3","5,6"
2022-03-23,"11,6","3,7","8,4","14,8",66,88,51,"6,7","2,4"
2022-03-24,"12,0","0,0","9,7","14,3",64,77,48,"6,7","0,0"
2022-03-25,"14,4","0,0","11,8","17,1",58,82,27,"8,9","4,8"
2022-03-26,"12,8","2,3","11,4","14,1",69,82,57,"6,7","0,0"
2022-03-27,"15,6","0,0","10,8","20,3",58,78,30,"6,1","6,0"
2022-03-28,"14,0","0,0","8,9","19,1",55,85,32,"3,3","6,9"
2022-03-29,"13,0","0,9","10,4","15,7",72,86,55,"7,2","0,0"
2022-03-30,"13,0","5,3","10,8","15,2",85,92,51,"3,1","1,9"
2022-03-31,"13,2","0,0","9,6","16,8",72,93,53,"5,0","6,1"
2022-04-01,"10,9","0,0","6,0","15,8",21,88,10,"7,2","11,6"
2022-04-02,"11,0","0,0","4,7","17,2",40,60,16,"7,8","11,1"
2022-04-03,"7,3","0,7","5,6","9,0",60,79,35,"3,6","0,6"
2022-04-04,"8,2","0,0","3,6","12,7",53,83,33,"5,6","9,6"
2022-04-05,"10,1","0,0","5,1","15,1",53,69,32,"4,7","9,4"
2022-04-06,,"0,0",,,58,,,"5,6","6,0"
2022-04-07,,"0,0",,,,,,,
2022-04-08,,"0,0",,,,,,,
2022-04-09,"16,6","0,0","13,2","19,9",64,76,39,"5,6","9,1"
2022-04-10,"14,0","0,0","10,8","17,2",68,82,53,"3,9","5,2"
2022-04-11,"13,4","0,0","9,4","17,5",75,85,61,"7,8","6,9"
2022-04-12,"15,1","0,2","13,8","16,4",79,92,71,"10,0","0,2"
2022-04-13,"13,7","5,1","12,8","14,6",90,95,77,"10,0","0,0"
2022-04-14,"16,6","0,0","11,2","21,9",48,87,24,"6,9","8,6"
2022-04-15,"19,6","0,0","14,1","25,2",46,67,31,"4,7","10,5"
2022-04-16,"20,1","0,0","14,9","25,3",55,83,42,"6,1","11,3"
2022-04-17,"17,8","0,0","13,4","22,2",64,82,41,"5,6","11,9"
2022-04-18,"15,5","0,0","11,8","19,2",73,87,53,"3,1","9,7"
2022-04-19,"15,6","0,5","11,5","19,7",67,86,47,"2,5","0,8"
2022-04-20,,"6,8",,,75,,,"11,9","0,6"
2022-04-21,,"12,7",,,88,,,"1,9","0,0"
2022-04-22,"14,2","0,0","10,2","18,1",76,92,50,"4,7","8,1"
2022-04-23,"14,7","0,6","11,4","18,0",72,91,45,"5,0","4,0"
2022-04-24,"17,4","0,0","12,2","22,6",55,80,44,"5,3","11,8"
2022-04-25,"15,6","0,0","11,6","19,7",75,87,54,"4,2","12,4"
2022-04-26,"15,4","0,0","10,3","20,4",61,80,40,"3,3","12,1"
2022-04-27,,"0,0",,,59,,,"2,5","3,0"
2022-04-28,,"0,0",,,57,,,,
2022-04-29,"18,8","0,0","14,1","23,5",57,78,40,"4,7","11,0"
2022-04-30,"18,0",Ip,"15,1","20,9",66,80,53,"3,6","8,1"
2022-05-01,"18,2","0,0","14,6","21,7",64,86,51,"3,6","9,9"
2022-05-02,"18,2","0,0","15,8","20,7",67,75,42,"3,3","0,6"
2022-05-03,,"0,2",,,72,,,"6,1","4,0"
2022-05-04,,"0,0",,,,,,,
2022-05-05,,"1,8",,,,,,,"4,0"
2022-05-06,"17,2","0,0","12,4","21,9",58,82,41,"4,2","12,7"
2022-05-07,"18,6","0,0","13,8","23,3",63,91,34,"4,2","10,0"
2022-05-08,"18,5","0,0","13,9","23,1",54,82,42,"2,5","8,4"
2022-05-09,"19,4","0,0","14,8","23,9",55,83,37,"3,3","9,6"
2022-05-10,"18,6","0,0","14,5","22,7",58,86,41,"5,0","11,7"
2022-05-11,"18,3","0,0","14,7","21,9",75,90,63,"5,8","12,0"
2022-05-12,"18,8","0,0","14,6","23,1",64,83,45,"3,1","11,8"
2022-05-13,"18,3","0,0","14,2","22,4",66,90,48,"3,3","11,6"
2022-05-14,"20,2","0,0","15,9","24,4",54,80,40,"3,6","12,1"
2022-05-15,"21,0","0,0","16,9","25,1",62,83,38,"3,9","9,8"
2022-05-16,"21,0","0,0","17,3","24,6",63,90,40,"2,5","10,5"
2022-05-17,"20,7","0,0","16,9","24,5",71,91,56,"3,9","12,4"
2022-05-18,"23,2","0,0","18,6","27,8",73,92,50,"3,6","12,0"
2022-05-19,"22,4","0,0","20,0","24,9",77,91,66,"4,4","11,0"
2022-05-20,"22,3","0,0","18,6","26,0",63,84,46,"3,3","11,6"
2022-05-21,"23,5","0,0","18,8","28,2",51,73,40,"5,8","11,8"
2022-05-22,"23,1","0,0","18,8","27,4",66,87,49,"4,7","11,2"
2022-05-23,"22,2","0,0","19,2","25,1",71,79,53,"5,3","10,9"
2022-05-24,"19,4","24,2","15,9","22,9",74,93,62,"3,9","0,1"
2022-05-25,"18,6","0,0","14,4","22,8",59,92,40,"3,3","0,3"
2022-05-26,"21,4","0,0","17,8","24,9",49,77,32,"5,0","12,2"
2022-05-27,"21,6","0,0","18,2","25,0",56,77,42,"5,8","7,5"
2022-05-28,"24,5","0,0","19,7","29,3",51,77,36,"5,8","12,5"
2022-05-29,"22,2","0,0","19,3","25,1",62,88,49,"3,9","11,6"
2022-05-30,"21,0","0,0","18,4","23,5",54,70,36,"4,4","10,3"
2022-05-31,"21,1","0,0","17,8","24,4",58,84,38,"2,5","12,6"
2022-06-01,"21,3","0,0","18,2","24,4",73,89,62,"3,9","12,1"
2022-06-02,"21,6","0,0","18,7","24,5",63,90,48,"5,0","9,8"
2022-06-03,"23,3","0,0","20,0","26,6",81,92,51,"4,4","7,1"
2022-06-04,"23,7","0,0","20,0","27,4",76,92,50,"3,9","10,6"
2022-06-05,"23,8","0,0","20,1","27,5",68,90,52,"3,3","11,8"
2022-06-06,"23,8","0,0","20,9","26,6",72,87,60,"4,4","10,7"
2022-06-07,"23,8","0,0","20,4","27,1",68,81,57,"3,1","11,5"
2022-06-08,"23,8","0,0","21,1","26,5",67,81,60,"4,4","5,4"
2022-06-09,"23,0","0,0","20,1","26,0",62,79,46,"4,7","11,7"
2022-06-10,"22,6","0,0","19,1","26,1",73,85,67,"6,1","12,4"
2022-06-11,"24,4","0,0","20,6","28,3",71,89,48,"4,4","11,8"
2022-06-12,"25,4","0,0","21,9","28,9",63,91,43,"5,0","10,0"
2022-06-13,"26,0","0,0","21,1","31,0",47,92,31,"3,9","11,5"
2022-06-14,"25,3","0,5","21,6","29,0",53,80,30,"4,2","7,0"
2022-06-15,"26,8","0,0","23,4","30,1",59,78,29,"4,2","8,1"
2022-06-16,"26,0","0,0","21,3","30,6",54,80,37,"3,1","10,4"
2022-06-17,"28,4","0,0","24,0","32,9",33,56,24,"2,5","11,0"
2022-06-18,"27,6","0,0","24,2","31,0",66,85,36,"4,7","11,0"
2022-06-19,"26,4","0,0","24,0","28,8",69,85,65,"6,9","11,2"
2022-06-20,"26,3","0,0","23,6","29,0",71,89,62,"2,8","8,0"
2022-06-21,"26,4","3,8","22,1","30,6",68,89,47,"3,3","2,1"
2022-06-22,"24,8","0,2","21,5","28,2",76,88,64,"4,7","8,2"
2022-06-23,"25,0","0,0","22,2","27,8",66,87,60,"5,3","11,5"
2022-06-24,"25,6","0,0","21,0","30,1",57,82,32,"7,8","12,1"
2022-06-25,"24,5","0,0","21,3","27,7",66,83,53,"2,8","12,1"
2022-06-26,"24,7","0,0","22,4","27,0",75,85,65,"5,6","10,0"
2022-06-27,"25,6",Ip,"22,9","28,3",65,86,47,"3,9","4,9"
2022-06-28,"24,6","0,0","21,4","27,7",58,78,47,"7,8","12,6"
2022-06-29,"23,8","0,0","19,7","28,0",66,84,57,"4,2","12,1"
2022-06-30,"24,8","0,0","21,3","28,3",70,81,54,"3,9","9,3"
2022-07-01,"23,7","0,0","21,2","26,2",51,73,38,"4,7","11,0"
2022-07-02,"23,8","0,0","20,0","27,6",55,75,39,"3,3","11,2"
2022-07-03,"25,9","0,0","21,7","30,1",49,78,24,"4,7","8,8"
2022-07-04,"27,2","0,0","22,5","31,9",49,76,23,"3,6","11,6"
2022-07-05,"27,0","2,1","23,2","30,8",52,77,41,"4,2","9,6"
2022-07-06,"25,9","0,5","22,8","29,0",69,86,45,"4,4","2,0"
2022-07-07,"25,8","0,0","22,5","29,2",61,72,48,"6,9","11,5"
2022-07-08,"25,5","0,0","22,2","28,8",53,77,44,"5,0","11,6"
2022-07-09,"26,0","0,0","22,3","29,8",58,76,35,"3,3","12,5"
2022-07-10,"26,8","0,0","23,0","30,5",62,83,38,"4,2","12,4"
2022-07-11,"26,4","0,0","23,0","29,9",54,83,33,"3,3","12,2"
2022-07-12,"26,6","0,0","22,6","30,7",55,76,45,"2,5","12,7"
2022-07-13,"27,2","0,0","23,6","30,7",60,85,37,"3,1","12,8"
2022-07-14,"26,6","0,0","22,9","30,4",64,82,50,"4,2","12,4"
2022-07-15,"28,4","0,0","23,6","33,3",56,73,35,"3,9","12,2"
2022-07-16,"28,8","0,0","25,1","32,4",43,70,34,"3,6","11,9"
2022-07-17,"28,1","0,0","24,3","31,9",45,77,30,"3,6","11,1"
2022-07-18,"26,6","0,0","23,3","30,0",72,84,46,"3,9","11,8"
2022-07-19,"27,0","0,0","23,4","30,7",71,86,55,"2,5","11,3"
2022-07-20,"27,5","0,0","24,0","31,0",64,79,46,"4,7","11,1"
2022-07-21,"27,9","0,0","24,2","31,6",63,81,55,"5,0","12,1"
2022-07-22,"27,8","0,0","23,6","31,9",68,82,59,"5,3","11,5"
2022-07-23,"27,4","0,0","24,3","30,6",69,84,64,"3,9","9,4"
2022-07-24,"28,2","0,0","24,8","31,6",71,86,57,"5,0","12,0"
2022-07-25,"27,8","0,0","24,5","31,1",62,80,46,"6,4","6,5"
2022-07-26,"28,0","0,7","25,0","31,0",60,80,41,"5,8","9,8"
2022-07-27,"26,6","0,4","23,2","30,1",72,87,47,"3,9","4,5"
2022-07-28,"27,8","0,0","24,4","31,3",69,89,51,"2,8","6,7"
2022-07-29,"27,8","0,0","24,5","31,0",69,83,54,"5,6","4,9"
2022-07-30,"27,8","0,0","24,6","31,0",58,79,45,"4,2","8,3"
2022-07-31,"28,3","0,0","24,4","32,2",58,75,47,"4,4","11,8"
2022-08-01,"29,0","0,0","24,8","33,3",58,79,43,"5,3","11,4"
2022-08-02,"29,6","0,0","26,7","32,5",65,75,49,"4,4","11,6"
2022-08-03,"28,8","0,0","25,2","32,3",64,78,44,"4,2","12,4"
2022-08-04,"28,8","0,0","25,6","31,9",61,83,49,"4,4","12,0"
2022-08-05,"27,2","13,5","22,2","32,3",71,88,45,"4,2","8,9"
2022-08-06,"28,2","0,0","22,7","33,6",61,79,32,"4,7","10,2"
2022-08-07,"28,0","0,0","24,4","31,7",54,64,42,"2,8","8,8"
2022-08-08,"27,2","0,0","22,5","31,8",53,75,37,"3,6","12,3"
2022-08-09,"28,2","0,0","24,2","32,1",52,72,44,"3,1","11,3"
2022-08-10,"28,2","0,0","24,0","32,5",58,72,48,"4,2","12,3"
2022-08-11,"28,0","0,0","23,9","32,2",61,77,52,"3,9","11,6"
2022-08-12,"28,6","0,0","24,5","32,6",69,79,58,"6,1","11,6"
2022-08-13,"29,5","0,0","25,3","33,7",64,85,36,"4,7","7,1"
2022-08-14,"30,2","2,7","25,9","34,6",46,85,28,"6,7","7,6"
2022-08-15,"27,3","0,0","24,2","30,4",60,75,43,"4,7","11,7"
2022-08-16,"27,5","0,0","23,8","31,2",67,82,53,"3,1","7,4"
2022-08-17,"24,8","45,9","18,3","31,2",59,97,47,"5,6","5,8"
2022-08-18,"23,4","2,8","19,4","27,5",66,91,45,"3,9","4,9"
2022-08-19,"23,8","0,0","18,2","29,5",56,86,36,"3,9","12,8"
2022-08-20,"25,4","0,0","20,6","30,1",67,80,51,"6,7","12,6"
2022-08-21,"27,0","3,4","23,2","30,7",75,89,62,"3,3","7,3"
2022-08-22,"26,4","0,0","23,5","29,2",71,90,59,"3,9","8,0"
2022-08-23,"26,6","0,0","23,0","30,3",66,85,54,"4,7","12,0"
2022-08-24,"27,6","0,0","24,3","31,0",72,83,56,"4,4","10,5"
2022-08-25,"26,5","0,6","22,2","30,8",69,85,45,"3,1","8,6"
2022-08-26,"26,6","0,0","22,0","31,3",62,77,40,"5,3","7,4"
2022-08-27,"27,4","0,0","23,6","31,3",63,79,53,"4,4","9,8"
2022-08-28,"26,8","0,0","22,6","31,1",65,81,58,"5,8","12,1"
2022-08-29,"26,8",Ip,"22,9","30,7",71,85,59,"4,4","7,9"
2022-08-30,"27,3","1,8","23,4","31,2",72,83,62,"6,7","10,3"
2022-08-31,"24,6","11,6","18,8","30,5",80,98,55,"3,9","3,3"
2022-09-01,"24,8","0,0","19,4","30,2",63,82,47,"4,2","11,5"
2022-09-02,"27,0","0,0","23,1","30,9",70,84,50,"5,3","8,7"
2022-09-03,"26,0","0,0","22,7","29,3",72,83,56,"5,6","5,6"
2022-09-04,"26,3","0,0","23,1","29,5",74,85,63,"4,2","10,3"
2022-09-05,"27,1","0,0","23,8","30,4",77,87,66,"4,4","6,2"
2022-09-06,"27,0","0,0","23,1","30,8",74,87,63,"5,6","11,4"
2022-09-07,"26,2","0,0","21,8","30,5",69,82,60,"3,1","7,6"
2022-09-08,"26,4","0,0","23,6","29,3",51,79,40,"4,4","4,2"
2022-09-09,"26,0","0,0","22,2","29,7",62,71,53,"6,9","4,4"
2022-09-10,"25,2","0,0","21,0","29,4",65,76,55,"3,9","9,8"
2022-09-11,"26,8","0,0","24,4","29,1",72,83,65,"4,2","6,5"
2022-09-12,"27,0","0,0","23,2","30,8",74,87,67,"3,3","8,2"
2022-09-13,"28,9","0,7","25,0","32,8",54,84,33,"4,7","0,4"
2022-09-14,"24,4","0,1","20,8","28,1",71,87,50,"5,0","0,7"
2022-09-15,"25,4","0,0","20,8","29,9",67,81,52,"3,6","11,4"
2022-09-16,"25,1","0,0","21,7","28,5",69,83,57,"4,2","5,2"
2022-09-17,"23,2","0,0","20,1","26,4",55,84,39,"4,7","8,2"
2022-09-18,"22,0","0,0","18,6","25,5",55,74,39,"3,3","10,4"
2022-09-19,"22,7","0,0","18,8","26,6",67,81,56,"2,8","10,3"
2022-09-20,"23,4","0,0","20,7","26,2",62,81,52,"3,3","3,9"
2022-09-21,"22,8","0,0","19,5","26,0",63,84,50,"4,4","7,6"
2022-09-22,"23,0","0,0","20,1","25,8",55,73,38,"4,7","8,4"
2022-09-23,"22,0","13,7","17,0","27,0",69,93,52,"4,2","6,2"
2022-09-24,"20,0","0,6","16,7","23,3",70,95,59,"6,7","0,4"
2022-09-25,"20,0","0,0","16,4","23,7",60,88,46,"4,2","5,9"
2022-09-26,"20,3","0,0","15,0","25,6",52,81,36,"5,6","9,7"
2022-09-27,"20,0","0,0","15,3","24,7",51,73,37,"3,3","8,2"
2022-09-28,"21,9","0,0","16,8","27,0",45,74,32,"5,0","3,5"
2022-09-29,"20,4","0,0","16,3","24,6",44,78,31,"4,2","3,8"
2022-09-30,"18,8","0,0","14,5","23,2",55,76,33,"4,7","7,6"
2022-10-01,"18,4","0,0","12,7","24,2",59,79,40,"6,4","11,1"
2022-10-02,"21,0","0,0","15,7","26,2",63,78,47,"7,5","11,1"
2022-10-03,"21,0","0,0","16,6","25,5",72,86,58,"3,9","9,7"
2022-10-04,"21,8","0,0","17,8","25,7",68,89,42,"2,5","10,7"
2022-10-05,"20,6","0,0","16,4","24,9",74,86,63,"3,9","9,4"
2022-10-06,"21,6","0,7","18,1","25,0",70,81,58,"6,4","6,6"
2022-10-07,"19,0","35,2","17,1","20,8",86,96,70,"3,9","0,0"
2022-10-08,"20,5","0,0","18,0","23,0",78,94,63,"5,0","4,2"
2022-10-09,"20,2",Ip,"17,1","23,3",77,92,64,"2,5","6,0"
2022-10-10,"20,9","0,0","18,3","23,5",79,90,70,"3,1","5,5"
2022-10-11,"20,4","0,0","17,5","23,2",79,90,66,"5,6","0,1"
2022-10-12,"20,7","0,0","16,8","24,6",70,88,49,"4,2","8,7"
2022-10-13,"21,4","0,0","17,5","25,3",72,86,54,"6,1","9,2"
2022-10-14,"21,2","0,0","16,8","25,5",72,85,42,"2,8","9,9"
2022-10-15,"21,4","0,0","17,0","25,7",80,88,68,"4,7","8,4"
2022-10-16,"22,3","0,0","18,4","26,2",81,91,69,"3,1","6,7"
2022-10-17,"23,0","0,0","20,4","25,7",83,90,73,"4,4","3,0"
2022-10-18,"22,4","0,0","19,1","25,7",82,91,69,"3,1","7,4"
2022-10-19,"22,8","0,0","19,5","26,0",80,91,70,"3,6","3,4"
2022-10-20,"22,4","0,0","19,6","25,1",79,91,59,"1,9","0,0"
2022-10-21,"23,0","0,0","19,7","26,2",76,83,66,"3,9","6,6"
2022-10-22,"22,4","0,0","18,1","26,6",59,82,38,"2,8","4,3"
2022-10-23,"22,4","0,0","18,7","26,2",75,87,62,"2,8","0,8"
2022-10-24,"22,8","0,0","18,7","27,0",77,89,53,"4,7","6,4"
2022-10-25,"22,4","0,0","17,9","26,8",76,90,42,"3,3","7,5"
2022-10-26,"22,2","0,0","18,0","26,3",83,93,66,"3,1","6,2"
2022-10-27,"19,8","0,0","16,8","22,7",78,96,61,"4,7","6,0"
2022-10-28,"19,4","0,0","15,9","22,9",80,90,67,"3,1","7,0"
2022-10-29,"18,3","0,0","14,5","22,1",79,92,60,"3,6","2,5"
2022-10-30,"19,8","0,0","15,6","23,9",78,91,62,"3,3","3,2"
2022-10-31,"20,2","0,0","16,6","23,9",79,91,65,"3,3","4,1"
2022-11-01,"21,1","0,0","17,3","24,9",80,88,46,"3,9","8,0"
2022-11-02,"19,4","0,0","16,1","22,6",67,85,43,"3,1","6,2"
2022-11-03,"19,9",Ip,"15,8","24,0",69,86,50,"6,1","0,7"
2022-11-04,"17,4","0,0","12,8","21,9",37,67,25,"6,9","8,0"
2022-11-05,"16,4","0,0","12,1","20,6",50,68,28,"3,6","7,5"
2022-11-06,"15,2","0,0","9,3","21,1",61,72,39,"5,8","7,8"
2022-11-07,"16,1","0,0","10,8","21,4",69,84,45,"3,9","4,9"
2022-11-08,"17,8","0,0","12,5","23,1",78,91,66,"3,9","5,4"
2022-11-09,"18,4","23,0","13,2","23,5",64,92,43,"3,9","0,4"
2022-11-10,"17,7","0,0","14,6","20,8",77,96,62,"2,5","5,6"
2022-11-11,"17,5","0,0","13,6","21,4",76,86,55,"8,3","5,5"
2022-11-12,"19,0","0,0","16,7","21,3",79,90,68,"4,4","3,8"
2022-11-13,"16,4","0,0","12,4","20,5",81,92,70,"4,4","6,5"
2022-11-14,"18,4","0,0","15,3","21,6",85,92,68,"4,2","3,6"
2022-11-15,"17,8","0,0","14,8","20,9",75,86,58,"4,2","0,5"
2022-11-16,"19,2","0,0","16,7","21,6",61,72,40,"3,9","4,1"
2022-11-17,"20,2","0,0","16,9","23,4",70,80,43,"3,6","0,6"
2022-11-18,"16,0","0,0","13,3","18,8",64,77,44,"3,1","0,4"
2022-11-19,"13,4","0,0","9,3","17,4",57,71,37,"4,4","5,3"
2022-11-20,"11,3","0,0","6,2","16,4",60,74,40,"1,7","6,2"
2022-11-21,"13,8","0,2","11,0","16,6",69,85,54,"2,5","0,0"
2022-11-22,"13,1","0,0","10,0","16,2",43,64,33,"7,8","2,6"
2022-11-23,"17,8","0,0","11,7","23,8",69,83,43,"3,9","3,5"
2022-11-24,"15,4",Ip,"11,2","19,7",71,81,55,"3,9","2,6"
2022-11-25,"15,3","3,3","10,7","19,9",74,84,54,"3,3","2,6"
2022-11-26,"13,4","0,0","8,0","18,8",59,73,36,"4,4","3,5"
2022-11-27,"12,1","0,0","6,4","17,8",69,86,50,"3,3","4,0"
2022-11-28,"12,3","2,3","9,6","15,0",78,87,67,"1,9","0,0"
2022-11-29,"12,2","0,0","8,3","16,1",65,79,51,"3,3","3,6"
2022-11-30,"11,4","0,5","7,3","15,6",71,86,60,"2,8","1,5"
2022-12-01,"11,6","0,0","8,2","15,1",60,86,48,"4,4","2,1"
2022-12-02,"10,0","0,0","6,1","13,8",63,79,47,"3,9","1,7"
2022-12-03,"9,2","2,2","3,7","14,8",65,81,44,"5,8","5,8"
2022-12-04,"10,6","0,2","7,0","14,2",71,90,52,"1,9","0,1"
2022-12-05,"9,5","0,0","4,4","14,6",72,86,49,"4,7","4,3"
2022-12-06,"12,2","0,0","8,8","15,6",75,91,65,"2,5","0,2"
2022-12-07,"11,6","0,0","8,2","15,1",78,91,63,"3,1","1,2"
2022-12-08,"12,4","13,8","9,9","14,9",88,97,69,"2,5","1,2"
2022-12-09,"15,7","0,2","11,6","19,8",79,95,50,"3,3","5,3"
2022-12-10,"10,6","0,0","5,5","15,8",61,90,36,"2,5","1,4"
2022-12-11,"7,5",Ip,"5,2","9,8",62,71,49,"3,3","0,0"
2022-12-12,"8,8","7,0","6,3","11,3",78,94,63,"3,6","1,5"
